ano;uf;municipio;acidentes;mortos;feridos;pessoas;veiculos
2007;(null);GUARANTA DO NORTE;2;0;4;4;4
2007;(null);MATUPA;2;1;2;5;3
2007;(null);TERRA NOVA DO NORTE;1;2;2;6;2
2007;AC;ACRELANDIA;9;1;4;16;13
2007;AC;ASSIS BRASIL;1;1;1;5;1
2007;AC;BRASILEIA;1;0;3;3;1
2007;AC;BUJARI;10;1;11;18;13
2007;AC;CAPIXABA;20;1;19;61;29
2007;AC;EPITACIOLANDIA;10;3;14;31;15
2007;AC;PLACIDO DE CASTRO;6;0;11;14;7
2007;AC;PORTO ACRE;7;1;5;17;10
2007;AC;RIO BRANCO;219;6;210;513;365
2007;AC;SENA MADUREIRA;13;2;9;28;21
2007;AC;SENADOR GUIOMARD;18;4;15;42;25
2007;AC;XAPURI;10;0;4;18;10
2007;AL;AGUA BRANCA;8;1;3;15;11
2007;AL;ARAPIRACA;1;0;0;1;1
2007;AL;ATALAIA;49;12;59;142;80
2007;AL;BELEM;4;0;3;13;7
2007;AL;BOCA DA MATA;1;0;1;1;1
2007;AL;BRANQUINHA;14;1;5;23;21
2007;AL;CACIMBINHAS;5;0;6;8;6
2007;AL;CAMPO ALEGRE;9;2;21;36;16
2007;AL;CANAPI;12;1;8;22;15
2007;AL;COLONIA LEOPOLDINA;5;2;7;14;9
2007;AL;DELMIRO GOUVEIA;13;0;35;44;17
2007;AL;DOIS RIACHOS;4;1;3;8;7
2007;AL;ESTRELA DE ALAGOAS;6;0;5;11;8
2007;AL;FLEXEIRAS;37;3;23;77;60
2007;AL;IBATEGUARA;6;3;8;16;10
2007;AL;INHAPI;7;0;4;13;10
2007;AL;JEQUIA DA PRAIA;12;1;6;21;18
2007;AL;JOAQUIM GOMES;56;3;20;93;81
2007;AL;JUNQUEIRO;30;7;36;69;46
2007;AL;MACEIO;560;16;393;1279;1072
2007;AL;MARAVILHA;4;2;5;10;4
2007;AL;MARECHAL DEODORO;2;0;3;5;3
2007;AL;MARIBONDO;10;2;7;22;18
2007;AL;MESSIAS;34;1;13;62;53
2007;AL;MINADOR DO NEGRAO;2;0;1;5;2
2007;AL;MURICI;23;4;18;46;35
2007;AL;NOVO LINO;35;4;20;69;54
2007;AL;OURO BRANCO;7;1;6;13;8
2007;AL;PALMEIRA DOS INDIOS;31;1;33;70;46
2007;AL;PILAR;149;9;97;297;239
2007;AL;POCO DAS TRINCHEIRAS;1;0;1;1;1
2007;AL;PORTO REAL DO COLEGIO;62;7;34;130;102
2007;AL;RIO LARGO;79;5;88;191;131
2007;AL;SANTANA DO IPANEMA;18;3;16;42;29
2007;AL;SAO JOSE DA LAJE;19;1;15;41;35
2007;AL;SAO MIGUEL DOS CAMPOS;107;10;75;239;169
2007;AL;SAO SEBASTIAO;37;6;15;82;56
2007;AL;SATUBA;54;1;56;108;79
2007;AL;TANQUE DARCA;5;1;8;11;8
2007;AL;TEOTONIO VILELA;39;7;31;96;67
2007;AL;UNIAO DOS PALMARES;47;14;53;117;80
2007;AM;CANUTAMA;4;2;5;14;6
2007;AM;CAREIRO;2;1;3;4;2
2007;AM;CAREIRO DA VARZEA;6;0;1;10;7
2007;AM;HUMAITA;3;0;0;3;3
2007;AM;MANAUS;119;8;105;329;189
2007;AM;PRESIDENTE FIGUEIREDO;37;1;44;121;48
2007;AM;RIO PRETO DA EVA;2;0;2;3;3
2007;AP;AMAPA;2;0;0;3;2
2007;AP;CALCOENE;4;1;7;11;5
2007;AP;FERREIRA GOMES;7;1;5;22;9
2007;AP;LARANJAL DO JARI;3;0;2;8;5
2007;AP;MACAPA;84;7;84;211;126
2007;AP;MAZAGAO;5;0;3;11;6
2007;AP;OIAPOQUE;1;1;1;4;2
2007;AP;PEDRA BRANCA DO AMAPARI;5;0;37;45;9
2007;AP;PORTO GRANDE;30;3;24;75;44
2007;AP;PRACUUBA;1;0;0;1;1
2007;AP;SERRA DO NAVIO;1;0;2;3;2
2007;AP;TARTARUGALZINHO;7;2;14;25;8
2007;BA;ABARE;6;3;7;13;8
2007;BA;ALAGOINHAS;150;7;81;304;240
2007;BA;AMELIA RODRIGUES;193;9;94;417;334
2007;BA;ANDARAI;2;0;2;4;4
2007;BA;ANTAS;6;0;7;18;6
2007;BA;ANTONIO CARDOSO;40;1;30;141;72
2007;BA;ARACI;7;0;12;19;10
2007;BA;ARATACA;26;5;7;53;31
2007;BA;AURELINO LEAL;23;1;12;46;35
2007;BA;BARRA;1;0;0;1;1
2007;BA;BARRA DO ROCHA;2;0;3;5;3
2007;BA;BARREIRAS;113;20;83;298;170
2007;BA;BOA NOVA;18;0;12;31;25
2007;BA;BOA VISTA DO TUPIM;10;5;15;37;13
2007;BA;BONINAL;1;0;0;4;1
2007;BA;BREJOES;33;0;20;119;49
2007;BA;BUERAREMA;26;0;15;56;39
2007;BA;CACHOEIRA;24;6;23;66;42
2007;BA;CAEM;10;0;7;29;17
2007;BA;CAMACAN;32;6;25;88;46
2007;BA;CANDEAL;1;1;0;1;1
2007;BA;CANDEIAS;229;3;147;492;359
2007;BA;CANDIDO SALES;27;3;8;50;43
2007;BA;CANUDOS;19;3;9;38;28
2007;BA;CAPIM GROSSO;33;5;30;138;53
2007;BA;CARAVELAS;26;1;13;60;42
2007;BA;CASTRO ALVES;1;0;0;2;2
2007;BA;CATU;64;4;44;143;107
2007;BA;CHORROCHO;11;3;10;24;12
2007;BA;CICERO DANTAS;10;2;6;28;16
2007;BA;CIPO;4;1;8;15;6
2007;BA;CONCEICAO DA FEIRA;23;4;14;48;37
2007;BA;CONCEICAO DO ALMEIDA;41;4;44;92;67
2007;BA;CONCEICAO DO COITE;1;0;0;2;2
2007;BA;CONCEICAO DO JACUIPE;64;11;73;187;110
2007;BA;CORACAO DE MARIA;1;0;0;2;2
2007;BA;CORRENTINA;18;10;31;73;31
2007;BA;COTEGIPE;1;0;0;1;1
2007;BA;CRISTOPOLIS;22;8;52;101;29
2007;BA;CRUZ DAS ALMAS;42;6;35;96;73
2007;BA;ENCRUZILHADA;42;1;9;71;67
2007;BA;ENTRE RIOS;42;2;35;88;65
2007;BA;ESPLANADA;30;4;25;66;41
2007;BA;EUCLIDES DA CUNHA;20;4;7;46;30
2007;BA;EUNAPOLIS;283;13;202;672;475
2007;BA;FEIRA DE SANTANA;909;39;567;2055;1614
2007;BA;FILADELFIA;8;2;5;19;13
2007;BA;FORMOSA DO RIO PRETO;8;0;2;22;10
2007;BA;GANDU;62;7;52;135;84
2007;BA;GAVIAO;12;2;11;36;18
2007;BA;GOVERNADOR MANGABEIRA;23;2;25;57;37
2007;BA;IBIQUERA;8;2;6;17;12
2007;BA;IBIRAPITANGA;100;15;66;224;131
2007;BA;IBIRATAIA;1;0;0;2;2
2007;BA;IBITIARA;26;2;18;58;36
2007;BA;IBOTIRAMA;15;2;11;37;21
2007;BA;INHAMBUPE;13;4;11;30;21
2007;BA;IPIAU;4;0;0;6;6
2007;BA;IRAJUBA;34;2;14;59;43
2007;BA;ITABELA;96;18;65;225;140
2007;BA;ITABERABA;48;3;33;112;66
2007;BA;ITABUNA;84;5;55;218;142
2007;BA;ITAGIMIRIM;31;5;58;142;44
2007;BA;ITAJUIPE;30;4;24;85;49
2007;BA;ITAMARAJU;137;3;74;306;206
2007;BA;ITAPEBI;67;10;44;179;86
2007;BA;ITATIM;24;4;13;94;43
2007;BA;JAGUAQUARA;78;6;51;242;136
2007;BA;JAGUARARI;49;4;40;113;71
2007;BA;JEQUIE;119;3;107;411;195
2007;BA;JEREMOABO;21;1;23;55;26
2007;BA;JITAUNA;7;2;5;15;12
2007;BA;JUAZEIRO;42;5;36;145;61
2007;BA;JUSSARI;3;0;2;4;3
2007;BA;LAJE;24;2;23;56;37
2007;BA;LAJEDINHO;5;0;10;18;11
2007;BA;LAMARAO;1;1;0;2;1
2007;BA;LAURO DE FREITAS;1;0;0;1;1
2007;BA;LENCOIS;61;13;80;165;69
2007;BA;LUIS EDUARDO MAGALHAES;49;9;47;130;75
2007;BA;MACURURE;6;0;6;11;8
2007;BA;MANOEL VITORINO;49;3;29;99;66
2007;BA;MARAU;22;6;6;41;27
2007;BA;MASCOTE;46;4;22;87;54
2007;BA;MILAGRES;30;3;15;56;45
2007;BA;MUCURI;84;4;85;263;145
2007;BA;MUNDO NOVO;1;0;0;3;1
2007;BA;MUQUEM DO SAO FRANCISCO;27;1;26;63;37
2007;BA;MURITIBA;8;1;9;19;13
2007;BA;NOVA FATIMA;14;0;15;30;16
2007;BA;NOVA ITARANA;55;6;18;136;91
2007;BA;NOVA SOURE;9;0;10;32;11
2007;BA;NOVA VICOSA;96;15;78;221;145
2007;BA;OLINDINA;5;3;3;16;6
2007;BA;OLIVEIRA DOS BREJINHOS;18;6;62;92;27
2007;BA;PALMEIRAS;21;7;36;84;25
2007;BA;PAULO AFONSO;18;0;16;60;25
2007;BA;PLANALTO;29;4;24;62;43
2007;BA;POCOES;58;4;46;118;89
2007;BA;PONTO NOVO;13;1;9;26;15
2007;BA;PORTO SEGURO;105;4;56;234;169
2007;BA;PRESIDENTE TANCREDO NEVES;27;6;31;70;37
2007;BA;QUIJINGUE;3;2;5;15;5
2007;BA;RAFAEL JAMBEIRO;62;5;61;145;91
2007;BA;RIACHAO DAS NEVES;16;1;11;33;18
2007;BA;RIACHAO DO JACUIPE;22;6;20;53;34
2007;BA;RIBEIRA DO AMPARO;1;1;1;2;2
2007;BA;RIBEIRA DO POMBAL;49;3;48;139;70
2007;BA;RIO REAL;27;1;17;51;40
2007;BA;RUY BARBOSA;11;2;9;27;16
2007;BA;SALVADOR;516;18;209;1205;1014
2007;BA;SANTA BARBARA;36;11;37;92;55
2007;BA;SANTA BRIGIDA;7;0;5;19;9
2007;BA;SANTA RITA DE CASSIA;1;0;1;1;1
2007;BA;SANTA TERESINHA;11;1;0;26;18
2007;BA;SANTO AMARO;12;0;3;20;19
2007;BA;SANTO ANTONIO DE JESUS;60;0;55;136;106
2007;BA;SANTO ESTEVAO;80;9;67;219;134
2007;BA;SAO DESIDERIO;36;22;83;162;54
2007;BA;SAO GONCALO DOS CAMPOS;17;5;25;50;30
2007;BA;SAO JOSE DA VITORIA;44;4;44;116;60
2007;BA;SAO JOSE DO JACUIPE;4;0;3;6;4
2007;BA;SAO SEBASTIAO DO PASSE;206;8;112;438;344
2007;BA;SAPEACU;13;0;16;33;23
2007;BA;SEABRA;40;1;43;101;56
2007;BA;SENHOR DO BONFIM;57;7;63;171;92
2007;BA;SERRINHA;42;10;30;115;75
2007;BA;SIMOES FILHO;216;7;108;498;403
2007;BA;TANQUINHO;13;0;10;28;19
2007;BA;TEIXEIRA DE FREITAS;174;13;179;479;269
2007;BA;TEODORO SAMPAIO;26;3;11;51;40
2007;BA;TEOFILANDIA;14;5;16;39;26
2007;BA;TEOLANDIA;14;2;13;37;20
2007;BA;TERRA NOVA;17;0;14;35;26
2007;BA;TUCANO;42;10;57;159;70
2007;BA;UBAITABA;20;3;23;50;28
2007;BA;UBATA;2;0;0;3;2
2007;BA;URUCUCA;69;8;27;144;94
2007;BA;VALENCA;10;1;3;19;17
2007;BA;VITORIA DA CONQUISTA;352;21;234;801;619
2007;BA;WANDERLEY;9;0;9;30;10
2007;BA;WENCESLAU GUIMARAES;18;4;11;40;25
2007;CE;ALTO SANTO;10;0;5;29;13
2007;CE;AQUIRAZ;19;3;8;31;28
2007;CE;ARACATI;49;12;20;95;77
2007;CE;BAIXIO;2;0;1;7;3
2007;CE;BARRO;17;2;13;43;25
2007;CE;BEBERIBE;13;3;7;25;22
2007;CE;BOA VIAGEM;22;0;24;56;33
2007;CE;BREJO SANTO;22;0;13;49;37
2007;CE;CANINDE;38;1;45;86;46
2007;CE;CARIDADE;33;1;42;68;44
2007;CE;CASCAVEL;1;0;0;1;1
2007;CE;CAUCAIA;404;22;311;859;696
2007;CE;CHOROZINHO;48;7;48;118;79
2007;CE;COREAU;8;1;16;27;11
2007;CE;CROATA;4;1;6;8;4
2007;CE;EUSEBIO;33;3;16;65;55
2007;CE;FORQUILHA;17;0;22;37;25
2007;CE;FORTALEZA;707;25;400;1545;1354
2007;CE;FRECHEIRINHA;7;2;3;13;9
2007;CE;HORIZONTE;35;6;22;82;62
2007;CE;ICAPUI;1;0;1;1;1
2007;CE;ICO;51;7;38;101;69
2007;CE;IPAUMIRIM;7;1;3;12;9
2007;CE;IRAUCUBA;46;4;31;80;56
2007;CE;ITAITINGA;34;2;27;74;57
2007;CE;ITAPAGE;55;2;40;113;84
2007;CE;ITATIRA;5;0;2;9;6
2007;CE;JAGUARIBARA;11;1;3;23;16
2007;CE;JAGUARIBE;26;2;34;71;42
2007;CE;JATI;12;2;14;24;17
2007;CE;LIMOEIRO DO NORTE;6;1;11;19;8
2007;CE;MADALENA;9;2;13;22;12
2007;CE;MARACANAU;96;9;62;203;179
2007;CE;MARANGUAPE;19;2;16;45;24
2007;CE;MILAGRES;23;2;32;62;34
2007;CE;MORADA NOVA;11;2;10;23;19
2007;CE;OCARA;2;0;1;2;2
2007;CE;PACAJUS;32;8;22;78;57
2007;CE;PALHANO;1;0;1;1;1
2007;CE;PARAMBU;2;0;2;6;5
2007;CE;PEDRA BRANCA;7;3;3;13;10
2007;CE;PENAFORTE;6;2;2;12;11
2007;CE;RUSSAS;56;4;36;105;82
2007;CE;SAO GONCALO DO AMARANTE;53;2;52;113;81
2007;CE;SAO JOAO DO JAGUARIBE;1;0;1;4;2
2007;CE;SAO LUIS DO CURU;21;6;18;41;28
2007;CE;SOBRAL;76;5;60;149;112
2007;CE;TABULEIRO DO NORTE;7;1;5;15;11
2007;CE;TAUA;6;0;1;10;9
2007;CE;TIANGUA;58;18;69;151;80
2007;CE;UBAJARA;7;1;3;12;9
2007;CE;UMARI;1;0;0;2;2
2007;CE;UMIRIM;24;4;14;51;37
2007;DF;BRASILIA;1139;67;968;2724;2025
2007;ES;ALFREDO CHAVES;2;0;0;3;3
2007;ES;ANCHIETA;92;10;81;205;148
2007;ES;ARACRUZ;93;14;94;213;152
2007;ES;ATILIO VIVACQUA;32;1;17;56;51
2007;ES;BAIXO GUANDU;24;0;30;51;36
2007;ES;BREJETUBA;13;2;6;23;20
2007;ES;CACHOEIRO DE ITAPEMIRIM;26;0;23;53;43
2007;ES;CARIACICA;1393;24;527;3053;2811
2007;ES;COLATINA;124;12;131;298;225
2007;ES;CONCEICAO DA BARRA;59;8;45;138;99
2007;ES;CONCEICAO DO CASTELO;41;1;35;88;68
2007;ES;DOMINGOS MARTINS;230;3;194;441;350
2007;ES;FUNDAO;118;5;62;245;213
2007;ES;GUARAPARI;163;20;91;314;265
2007;ES;IBATIBA;131;2;113;264;206
2007;ES;IBIRACU;118;3;77;255;217
2007;ES;ICONHA;80;1;44;168;145
2007;ES;IRUPI;2;0;1;3;2
2007;ES;ITAPEMIRIM;63;4;16;98;93
2007;ES;IUNA;23;1;13;51;42
2007;ES;JAGUARE;21;1;20;56;39
2007;ES;JOAO NEIVA;156;7;83;290;251
2007;ES;LINHARES;586;17;372;1265;1116
2007;ES;MARECHAL FLORIANO;122;3;74;211;182
2007;ES;MIMOSO DO SUL;84;3;30;153;138
2007;ES;MUNIZ FREIRE;19;0;15;29;25
2007;ES;MUQUI;3;0;2;5;4
2007;ES;PEDRO CANARIO;45;6;19;83;73
2007;ES;PINHEIROS;7;1;2;13;13
2007;ES;RIO NOVO DO SUL;107;7;77;231;186
2007;ES;SAO MATEUS;247;9;162;527;446
2007;ES;SERRA;1357;25;490;2919;2708
2007;ES;SOORETAMA;95;5;99;254;182
2007;ES;VENDA NOVA DO IMIGRANTE;115;7;93;247;203
2007;ES;VIANA;371;14;171;769;696
2007;ES;VILA VELHA;42;1;33;83;72
2007;ES;VITORIA;39;0;18;100;93
2007;GO;ABADIA DE GOIAS;35;3;28;72;55
2007;GO;ABADIANIA;147;7;117;262;195
2007;GO;ACREUNA;68;10;49;131;95
2007;GO;AGUAS LINDAS DE GOIAS;172;8;185;426;314
2007;GO;ALEXANIA;148;8;94;258;198
2007;GO;ALVORADA DO NORTE;55;1;35;110;78
2007;GO;ANAPOLIS;417;13;350;805;642
2007;GO;APARECIDA DE GOIANIA;368;10;277;784;659
2007;GO;APARECIDA DO RIO DOCE;9;0;11;25;13
2007;GO;ARAGARCAS;29;2;23;56;37
2007;GO;BARRO ALTO;15;10;14;36;20
2007;GO;BOM JARDIM DE GOIAS;12;1;14;26;16
2007;GO;BOM JESUS DE GOIAS;17;1;15;30;24
2007;GO;CABECEIRAS;1;0;1;1;1
2007;GO;CACHOEIRA ALTA;48;5;33;105;67
2007;GO;CACU;2;0;1;3;3
2007;GO;CAIAPONIA;20;4;14;32;24
2007;GO;CAMPINORTE;42;5;32;98;69
2007;GO;CAMPO ALEGRE DE GOIAS;48;7;56;126;72
2007;GO;CASTELANDIA;1;0;1;1;1
2007;GO;CATALAO;115;1;70;211;186
2007;GO;CERES;2;1;5;8;3
2007;GO;CEZARINA;29;1;24;61;46
2007;GO;CIDADE OCIDENTAL;4;0;2;7;7
2007;GO;COCALZINHO DE GOIAS;60;8;59;122;85
2007;GO;CORUMBA DE GOIAS;14;1;15;22;18
2007;GO;CRISTALINA;152;16;126;355;237
2007;GO;CUMARI;26;0;10;40;35
2007;GO;ESTRELA DO NORTE;13;2;10;31;20
2007;GO;FLORES DE GOIAS;25;6;31;60;30
2007;GO;FORMOSA;92;3;87;208;137
2007;GO;GOIANAPOLIS;123;4;91;229;170
2007;GO;GOIANIA;664;25;404;1417;1236
2007;GO;GOIATUBA;97;5;45;162;122
2007;GO;GUAPO;66;6;61;132;95
2007;GO;GUARANI DE GOIAS;3;0;6;7;3
2007;GO;HIDROLANDIA;122;3;77;243;186
2007;GO;HIDROLINA;13;1;9;38;24
2007;GO;INDIARA;74;7;67;148;110
2007;GO;IPAMERI;10;0;2;14;14
2007;GO;ITABERAI;2;0;1;4;4
2007;GO;ITAGUARI;3;0;4;6;4
2007;GO;ITAPIRAPUA;2;0;2;6;2
2007;GO;ITUMBIARA;78;3;49;149;112
2007;GO;JANDAIA;17;3;12;29;23
2007;GO;JARAGUA;76;5;84;184;135
2007;GO;JATAI;181;12;92;346;254
2007;GO;JUSSARA;48;3;48;106;72
2007;GO;LUZIANIA;265;25;191;591;444
2007;GO;MARA ROSA;13;1;2;18;17
2007;GO;MAURILANDIA;5;0;2;6;6
2007;GO;MINEIROS;70;4;37;125;106
2007;GO;MONTES CLAROS DE GOIAS;16;2;7;27;21
2007;GO;MORRINHOS;85;9;59;173;114
2007;GO;NIQUELANDIA;15;2;15;33;16
2007;GO;NOVA GLORIA;19;2;22;43;29
2007;GO;PADRE BERNARDO;10;1;7;17;12
2007;GO;PANAMA;16;0;13;29;19
2007;GO;PARANAIGUARA;17;1;38;48;23
2007;GO;PIRACANJUBA;32;6;18;74;47
2007;GO;PIRANHAS;21;3;10;33;26
2007;GO;PIRENOPOLIS;31;5;22;57;43
2007;GO;PLANALTINA;1;0;1;1;1
2007;GO;PORANGATU;82;7;58;157;112
2007;GO;PORTELANDIA;18;1;21;55;28
2007;GO;POSSE;28;0;18;59;42
2007;GO;PROFESSOR JAMIL;73;5;45;148;108
2007;GO;RIALMA;53;0;57;119;85
2007;GO;RIANAPOLIS;39;0;48;87;60
2007;GO;RIO VERDE;182;8;135;364;284
2007;GO;SANTA HELENA DE GOIAS;2;0;0;2;2
2007;GO;SANTA RITA DO ARAGUAIA;23;1;9;46;37
2007;GO;SANTA RITA DO NOVO DESTINO;6;0;7;14;8
2007;GO;SANTA ROSA DE GOIAS;1;0;1;1;1
2007;GO;SANTA TEREZA DE GOIAS;22;5;30;58;36
2007;GO;SANTO ANTONIO DA BARRA;18;4;38;73;29
2007;GO;SANTO ANTONIO DE GOIAS;1;0;1;2;2
2007;GO;SANTO ANTONIO DO DESCOBERTO;52;2;45;105;72
2007;GO;SAO FRANCISCO DE GOIAS;20;3;27;49;32
2007;GO;SAO LUIZ DO NORTE;23;0;10;47;39
2007;GO;SAO SIMAO;20;0;20;55;27
2007;GO;SIMOLANDIA;23;0;22;55;35
2007;GO;TEREZOPOLIS DE GOIAS;59;2;42;107;77
2007;GO;URUACU;82;4;58;175;134
2007;GO;VALPARAISO DE GOIAS;351;5;198;812;686
2007;GO;VARJAO;13;1;13;25;19
2007;GO;VILA BOA;19;4;43;64;32
2007;GO;VILA PROPICIO;17;1;21;38;24
2007;MA;ACAILANDIA;184;18;181;403;290
2007;MA;ALTO ALEGRE DO MARANHAO;26;9;23;56;40
2007;MA;ARAGUANA;10;1;7;28;11
2007;MA;ARARI;11;1;23;36;17
2007;MA;BACABAL;60;9;50;131;98
2007;MA;BACABEIRA;71;16;45;165;128
2007;MA;BALSAS;66;7;62;151;105
2007;MA;BARAO DE GRAJAU;27;0;22;48;39
2007;MA;BARRA DO CORDA;4;0;3;8;7
2007;MA;BELA VISTA DO MARANHAO;15;1;2;25;22
2007;MA;BOA VISTA DO GURUPI;2;1;1;2;2
2007;MA;BOM JARDIM;18;4;26;48;24
2007;MA;BOM JESUS DAS SELVAS;33;11;25;62;43
2007;MA;BURITICUPU;22;9;15;45;31
2007;MA;CAMPESTRE DO MARANHAO;22;3;24;51;34
2007;MA;CAPINZAL DO NORTE;6;0;10;16;8
2007;MA;CAROLINA;9;0;7;17;13
2007;MA;CAXIAS;95;14;91;237;157
2007;MA;CHAPADINHA;4;0;0;5;5
2007;MA;CIDELANDIA;11;0;10;25;18
2007;MA;CODO;30;1;23;58;41
2007;MA;COLINAS;1;0;2;3;1
2007;MA;DOM PEDRO;3;1;4;7;6
2007;MA;ESTREITO;21;3;18;49;38
2007;MA;GOVERNADOR EDISON LOBAO;28;11;35;78;45
2007;MA;GOVERNADOR NEWTON BELLO;6;1;1;8;8
2007;MA;GOVERNADOR NUNES FREIRE;1;0;0;1;1
2007;MA;GRAJAU;4;3;7;14;6
2007;MA;IGARAPE DO MEIO;10;2;10;22;14
2007;MA;IMPERATRIZ;301;19;224;684;570
2007;MA;ITAPECURU MIRIM;83;11;47;179;135
2007;MA;ITINGA DO MARANHAO;9;0;7;17;15
2007;MA;JUNCO DO MARANHAO;5;7;23;36;8
2007;MA;LAGO VERDE;1;0;0;1;1
2007;MA;LAJEADO NOVO;16;6;20;44;27
2007;MA;LORETO;3;1;6;9;4
2007;MA;MARACACUME;2;0;0;3;3
2007;MA;MARANHAOZINHO;1;0;0;2;2
2007;MA;MATOES DO NORTE;14;0;3;22;21
2007;MA;MIRANDA DO NORTE;32;4;20;60;48
2007;MA;MORROS;1;0;7;10;2
2007;MA;NOVA OLINDA DO MARANHAO;9;3;10;20;11
2007;MA;OLHO DAGUA DAS CUNHAS;1;0;1;2;2
2007;MA;PARAIBANO;4;2;2;5;4
2007;MA;PASTOS BONS;6;2;2;12;9
2007;MA;PERITORO;57;11;52;121;80
2007;MA;PINDARE MIRIM;1;0;0;1;1
2007;MA;PIO XII;21;4;35;59;28
2007;MA;PORTO FRANCO;40;2;25;80;62
2007;MA;PRESIDENTE DUTRA;3;1;2;6;5
2007;MA;PRESIDENTE MEDICI;5;0;1;6;6
2007;MA;PRESIDENTE VARGAS;1;0;1;1;1
2007;MA;RIACHAO;9;0;9;20;11
2007;MA;RIBAMAR FIQUENE;16;1;16;35;25
2007;MA;ROSARIO;6;2;7;18;11
2007;MA;SANTA INES;58;8;41;113;92
2007;MA;SANTA LUZIA;47;7;25;77;58
2007;MA;SANTA LUZIA DO PARUA;5;1;2;10;7
2007;MA;SANTA RITA;48;2;50;125;78
2007;MA;SANTO ANTONIO DOS LOPES;1;0;5;5;1
2007;MA;SAO DOMINGOS DO AZEITAO;7;4;5;14;10
2007;MA;SAO FRANCISCO DO BREJAO;1;0;1;3;2
2007;MA;SAO JOAO DOS PATOS;14;2;11;25;18
2007;MA;SAO LUIS;392;24;207;823;702
2007;MA;SAO LUIS GONZAGA DO MARANHAO;2;0;1;5;3
2007;MA;SAO MATEUS DO MARANHAO;10;1;4;18;16
2007;MA;SAO RAIMUNDO DAS MANGABEIRAS;6;1;11;20;10
2007;MA;SATUBINHA;1;0;0;1;1
2007;MA;SENADOR ALEXANDRE COSTA;1;0;2;2;1
2007;MA;SITIO NOVO;3;1;5;8;5
2007;MA;TIMON;34;13;37;97;57
2007;MA;TUNTUM;1;1;0;1;1
2007;MA;VARGEM GRANDE;19;5;16;35;27
2007;MA;VITORIA DO MEARIM;7;3;3;14;12
2007;MA;ZE DOCA;8;2;8;19;16
2007;MG;ABRE CAMPO;48;1;50;101;70
2007;MG;AGUAS VERMELHAS;1;0;0;2;2
2007;MG;AIURUOCA;13;0;7;22;17
2007;MG;ALEM PARAIBA;77;11;92;195;117
2007;MG;ALFREDO VASCONCELOS;46;3;76;127;63
2007;MG;ALPERCATA;32;1;22;59;50
2007;MG;ANDRADAS;11;2;7;17;13
2007;MG;ANTONIO DIAS;125;8;87;243;197
2007;MG;ARAGUARI;175;6;127;346;277
2007;MG;ARANTINA;1;0;1;1;1
2007;MG;ARAPORA;53;3;34;119;94
2007;MG;ARAUJOS;11;0;12;26;18
2007;MG;ARAXA;78;3;57;151;114
2007;MG;ARGIRITA;22;0;5;35;34
2007;MG;AUGUSTO DE LIMA;28;8;34;70;45
2007;MG;BAEPENDI;31;0;26;49;33
2007;MG;BANDEIRA DO SUL;28;0;25;43;34
2007;MG;BARAO DE COCAIS;36;4;29;73;48
2007;MG;BARBACENA;235;9;185;412;295
2007;MG;BELA VISTA DE MINAS;109;5;128;243;151
2007;MG;BELO HORIZONTE;317;7;145;707;622
2007;MG;BELO ORIENTE;128;1;54;261;237
2007;MG;BETIM;1223;41;602;2758;2410
2007;MG;BICAS;33;0;25;67;54
2007;MG;BOCAIUVA;104;9;86;213;168
2007;MG;BOM DESPACHO;66;4;49;146;101
2007;MG;BOM JARDIM DE MINAS;7;1;9;14;9
2007;MG;BOM JESUS DO AMPARO;132;10;68;259;228
2007;MG;BOTELHOS;13;0;17;24;18
2007;MG;BRUMADINHO;191;9;147;376;252
2007;MG;BUENOPOLIS;36;2;33;79;59
2007;MG;BURITIZEIRO;54;1;46;99;72
2007;MG;CABO VERDE;17;2;19;40;24
2007;MG;CACHOEIRA DE PAJEU;40;4;22;76;67
2007;MG;CAETANOPOLIS;60;2;34;130;107
2007;MG;CAETE;211;5;164;462;367
2007;MG;CALDAS;69;5;39;117;84
2007;MG;CAMANDUCAIA;130;4;79;215;176
2007;MG;CAMBUI;174;6;94;278;224
2007;MG;CAMBUQUIRA;35;4;32;69;52
2007;MG;CAMPANARIO;61;9;39;123;94
2007;MG;CAMPANHA;192;4;130;331;255
2007;MG;CAMPESTRE;24;2;31;62;35
2007;MG;CAMPO FLORIDO;27;3;25;65;39
2007;MG;CAMPOS ALTOS;80;7;76;177;122
2007;MG;CANAPOLIS;22;3;11;33;22
2007;MG;CAPIM BRANCO;2;0;1;3;3
2007;MG;CARAI;43;2;78;129;69
2007;MG;CARANDAI;100;14;78;189;142
2007;MG;CARATINGA;234;3;171;432;376
2007;MG;CAREACU;124;13;64;204;167
2007;MG;CARMO DA CACHOEIRA;167;5;88;277;231
2007;MG;CARMO DE MINAS;26;0;26;55;40
2007;MG;CARMOPOLIS DE MINAS;145;6;77;235;189
2007;MG;CARVALHOS;1;0;1;1;1
2007;MG;CATUJI;30;2;25;62;48
2007;MG;CAXAMBU;59;0;37;105;86
2007;MG;CENTRALINA;35;2;13;55;48
2007;MG;CLARO DOS POCOES;17;1;14;27;20
2007;MG;COMENDADOR GOMES;35;0;18;69;46
2007;MG;CONCEICAO DAS ALAGOAS;1;0;0;1;1
2007;MG;CONCEICAO DO PARA;2;0;1;5;2
2007;MG;CONCEICAO DO RIO VERDE;37;1;31;85;61
2007;MG;CONGONHAL;29;2;28;66;53
