ano;uf;municipio;acidentes;mortos;feridos;pessoas;veiculos
2024;RO;PIMENTA BUENO;99;11;137;381;245
2024;RO;PORTO VELHO;363;36;376;861;733
2024;RO;PRESIDENTE MEDICI;50;4;63;140;122
2024;RO;RIO CRESPO;5;1;7;17;13
2024;RO;SAO FRANCISCO DO GUAPORE;5;2;9;17;9
2024;RO;SAO MIGUEL DO GUAPORE;9;2;18;26;17
2024;RO;SERINGUEIRAS;2;1;1;11;4
2024;RO;THEOBROMA;2;0;2;7;10
2024;RO;VILHENA;222;8;282;575;529
2024;RR;AMAJARI;3;1;25;26;3
2024;RR;BOA VISTA;47;3;50;108;82
2024;RR;BONFIM;16;3;40;64;27
2024;RR;CANTA;32;8;37;93;58
2024;RR;CARACARAI;15;5;63;85;33
2024;RR;IRACEMA;1;0;0;2;1
2024;RR;MUCAJAI;8;2;15;29;16
2024;RR;PACARAIMA;3;0;4;8;4
2024;RR;RORAINOPOLIS;10;7;13;29;19
2024;RS;ACEGUA;2;0;2;4;3
2024;RS;AGUA SANTA;3;1;7;11;6
2024;RS;ALEGRETE;27;2;31;77;50
2024;RS;ALMIRANTE TAMANDARE DO SUL;16;3;23;63;43
2024;RS;ANDRE DA ROCHA;1;0;1;1;1
2024;RS;ARROIO DOS RATOS;19;4;27;60;42
2024;RS;ARROIO GRANDE;13;0;12;21;15
2024;RS;BAGE;14;2;13;34;25
2024;RS;BARAO;17;0;19;36;29
2024;RS;BARAO DE COTEGIPE;6;0;7;13;10
2024;RS;BARRA DO QUARAI;3;0;2;3;3
2024;RS;BARRA DO RIBEIRO;26;1;34;65;40
2024;RS;BARRACAO;9;0;10;21;16
2024;RS;BENTO GONCALVES;114;3;115;294;212
2024;RS;BOA VISTA DAS MISSOES;14;0;17;33;28
2024;RS;BOA VISTA DO BURICA;1;0;1;2;2
2024;RS;BOM JESUS;20;1;24;53;39
2024;RS;BOM PROGRESSO;6;0;14;18;9
2024;RS;BOM RETIRO DO SUL;3;0;3;11;5
2024;RS;BOSSOROCA;1;0;1;3;2
2024;RS;BOZANO;8;1;8;22;17
2024;RS;BUTIA;24;2;35;82;57
2024;RS;CACAPAVA DO SUL;30;3;30;93;76
2024;RS;CACEQUI;1;0;1;1;1
2024;RS;CACHOEIRA DO SUL;72;9;85;211;163
2024;RS;CACHOEIRINHA;13;0;16;35;19
2024;RS;CAIBATE;1;0;2;2;2
2024;RS;CAMAQUA;35;0;33;76;51
2024;RS;CAMPESTRE DA SERRA;14;1;18;33;24
2024;RS;CAMPO NOVO;4;0;9;14;8
2024;RS;CANDIOTA;11;10;15;46;32
2024;RS;CANGUCU;43;4;35;99;83
2024;RS;CANOAS;274;10;273;628;503
2024;RS;CAPAO BONITO DO SUL;8;0;11;18;14
2024;RS;CAPAO DO LEAO;53;5;57;146;113
2024;RS;CARAZINHO;54;3;69;151;110
2024;RS;CARLOS BARBOSA;19;0;27;53;31
2024;RS;CASEIROS;6;0;10;20;12
2024;RS;CAXIAS DO SUL;197;6;188;484;391
2024;RS;CENTENARIO;1;0;0;2;1
2024;RS;CERRITO;5;0;9;18;12
2024;RS;CERRO LARGO;3;0;3;5;5
2024;RS;CHUI;2;0;2;6;4
2024;RS;CIRIACO;4;0;0;6;6
2024;RS;COLORADO;5;0;9;14;9
2024;RS;CONDOR;11;1;18;39;15
2024;RS;CORONEL BARROS;10;0;10;22;20
2024;RS;CORONEL BICACO;6;1;9;28;21
2024;RS;CRISTAL;12;0;13;30;20
2024;RS;CRUZ ALTA;30;2;30;92;63
2024;RS;DILERMANDO DE AGUIAR;9;0;11;24;13
2024;RS;DOIS IRMAOS;42;2;45;89;75
2024;RS;DOM PEDRITO;12;1;6;34;22
2024;RS;DOM PEDRO DE ALCANTARA;8;0;17;24;11
2024;RS;ELDORADO DO SUL;107;2;103;289;223
2024;RS;ENCRUZILHADA DO SUL;1;0;2;3;2
2024;RS;ENTRE-IJUIS;16;2;25;51;32
2024;RS;ERECHIM;77;3;85;184;150
2024;RS;ESTANCIA VELHA;21;1;18;46;36
2024;RS;ESTEIO;69;4;67;167;132
2024;RS;ESTRELA;49;2;63;148;99
2024;RS;FAZENDA VILANOVA;10;0;7;19;14
2024;RS;FONTOURA XAVIER;13;0;21;38;29
2024;RS;FREDERICO WESTPHALEN;62;3;62;155;126
2024;RS;GARIBALDI;62;3;74;166;114
2024;RS;GENTIL;2;0;2;5;3
2024;RS;GLORINHA;42;1;56;101;73
2024;RS;GRAVATAI;82;7;71;229;136
2024;RS;GUAIBA;60;6;47;142;114
2024;RS;GUARANI DAS MISSOES;5;1;4;11;9
2024;RS;HULHA NEGRA;8;0;8;21;18
2024;RS;IJUI;41;4;42;114;87
2024;RS;IPIRANGA DO SUL;1;0;1;1;1
2024;RS;IRAI;5;0;9;13;8
2024;RS;ITAARA;13;1;14;35;24
2024;RS;ITAQUI;3;0;1;6;4
2024;RS;IVOTI;10;0;12;25;19
2024;RS;JABOTICABA;1;0;2;3;2
2024;RS;JACUIZINHO;1;0;1;2;2
2024;RS;JAGUARAO;14;1;9;28;24
2024;RS;JAGUARI;12;2;8;27;22
2024;RS;JULIO DE CASTILHOS;25;2;31;73;61
2024;RS;LAGOA VERMELHA;46;5;52;124;99
2024;RS;LAJEADO;82;1;81;169;143
2024;RS;LAJEADO DO BUGRE;1;0;0;1;1
2024;RS;MAQUINE;18;0;19;39;28
2024;RS;MARCELINO RAMOS;3;0;2;4;3
2024;RS;MARQUES DE SOUZA;15;6;13;73;38
2024;RS;MATO CASTELHANO;19;1;30;55;35
2024;RS;MINAS DO LEAO;10;1;9;26;24
2024;RS;MONTE ALEGRE DOS CAMPOS;6;1;2;14;13
2024;RS;MONTENEGRO;32;2;37;87;57
2024;RS;MORMACO;4;0;7;16;10
2024;RS;MORRO REDONDO;12;3;11;30;29
2024;RS;MORRO REUTER;11;1;13;27;18
2024;RS;MUITOS CAPOES;26;2;37;74;51
2024;RS;NOVA PETROPOLIS;7;1;6;15;14
2024;RS;NOVA PRATA;39;2;45;109;82
2024;RS;NOVA SANTA RITA;52;1;59;171;109
2024;RS;NOVO CABRAIS;1;0;2;3;2
2024;RS;NOVO HAMBURGO;73;4;67;177;131
2024;RS;OSORIO;56;3;64;132;86
2024;RS;PALMEIRA DAS MISSOES;20;1;26;45;38
2024;RS;PANAMBI;37;8;42;87;69
2024;RS;PANTANO GRANDE;23;5;25;66;51
2024;RS;PASSO FUNDO;87;1;100;233;190
2024;RS;PAVERAMA;4;0;5;20;12
2024;RS;PEDRO OSORIO;7;0;9;23;13
2024;RS;PEJUCARA;9;0;12;24;17
2024;RS;PELOTAS;155;8;188;389;298
2024;RS;PICADA CAFE;18;1;26;41;28
2024;RS;PINHEIRO MACHADO;7;1;6;19;15
2024;RS;PIRATINI;9;3;10;23;17
2024;RS;PORTO ALEGRE;259;6;263;676;498
2024;RS;PORTO XAVIER;7;3;5;13;12
2024;RS;POUSO NOVO;36;3;44;107;87
2024;RS;QUARAI;2;0;2;4;4
2024;RS;RIO GRANDE;147;8;149;372;285
2024;RS;RIO PARDO;52;11;72;155;100
2024;RS;ROQUE GONZALES;5;1;4;8;6
2024;RS;ROSARIO DO SUL;34;4;38;83;60
2024;RS;SAGRADA FAMILIA;1;0;1;3;2
2024;RS;SALDANHA MARINHO;14;0;23;40;27
2024;RS;SALVADOR DAS MISSOES;4;1;7;13;9
2024;RS;SALVADOR DO SUL;9;0;8;21;15
2024;RS;SANTA BARBARA DO SUL;8;2;9;23;18
2024;RS;SANTA CRUZ DO SUL;10;0;11;24;18
2024;RS;SANTA MARGARIDA DO SUL;7;0;10;16;11
2024;RS;SANTA MARIA;204;11;235;550;394
2024;RS;SANTA ROSA;18;4;28;56;41
2024;RS;SANTA VITORIA DO PALMAR;14;1;12;32;25
2024;RS;SANTANA DA BOA VISTA;14;5;13;42;42
2024;RS;SANTANA DO LIVRAMENTO;51;12;77;167;92
2024;RS;SANTIAGO;30;3;28;64;49
2024;RS;SANTO ANGELO;3;0;3;3;3
2024;RS;SANTO ANTONIO DA PATRULHA;65;4;74;181;104
2024;RS;SANTO ANTONIO DAS MISSOES;12;3;12;35;30
2024;RS;SANTO ANTONIO DO PLANALTO;3;1;4;6;4
2024;RS;SANTO AUGUSTO;1;0;1;2;2
2024;RS;SANTO CRISTO;5;2;16;22;11
2024;RS;SAO BORJA;36;1;35;83;73
2024;RS;SAO GABRIEL;11;0;9;19;17
2024;RS;SAO JERONIMO;1;0;3;3;1
2024;RS;SAO JOSE DAS MISSOES;7;2;9;19;12
2024;RS;SAO JOSE DO HERVAL;8;0;7;20;13
2024;RS;SAO JOSE DO INHACORA;3;1;2;3;3
2024;RS;SAO JOSE DO OURO;2;0;11;12;4
2024;RS;SAO JOSE DO SUL;13;1;16;26;20
2024;RS;SAO JOSE DOS AUSENTES;2;0;4;7;4
2024;RS;SAO LEOPOLDO;192;3;183;441;345
2024;RS;SAO LOURENCO DO SUL;17;2;14;33;25
2024;RS;SAO LUIZ GONZAGA;37;8;63;115;75
2024;RS;SAO MARCOS;30;0;35;78;61
2024;RS;SAO MARTINHO;3;0;2;5;5
2024;RS;SAO PEDRO DA SERRA;3;1;2;4;4
2024;RS;SAO PEDRO DAS MISSOES;2;0;2;3;3
2024;RS;SAO PEDRO DO BUTIA;6;2;8;16;12
2024;RS;SAO PEDRO DO SUL;11;0;18;39;20
2024;RS;SAO SEPE;33;4;51;140;76
2024;RS;SAO VICENTE DO SUL;18;1;24;55;40
2024;RS;SAPUCAIA DO SUL;61;2;48;135;122
2024;RS;SARANDI;38;2;46;99;72
2024;RS;SEBERI;39;3;39;98;73
2024;RS;SENTINELA DO SUL;4;1;9;15;6
2024;RS;SETE DE SETEMBRO;1;0;3;3;2
2024;RS;SEVERIANO DE ALMEIDA;2;0;0;3;3
2024;RS;SOLEDADE;41;7;59;169;108
2024;RS;TABAI;6;0;1;16;15
2024;RS;TAPES;14;0;17;30;23
2024;RS;TERRA DE AREIA;12;0;12;25;22
2024;RS;TIO HUGO;11;1;21;50;24
2024;RS;TIRADENTES DO SUL;9;1;16;21;13
2024;RS;TORRES;30;5;25;72;56
2024;RS;TRES ARROIOS;5;3;3;15;11
2024;RS;TRES CACHOEIRAS;43;4;46;108;84
2024;RS;TRES DE MAIO;8;0;7;17;14
2024;RS;TRES FORQUILHAS;3;0;2;5;4
2024;RS;TRES PASSOS;28;4;36;78;55
2024;RS;TRIUNFO;53;3;54;161;103
2024;RS;TUPANCI DO SUL;1;0;3;4;2
2024;RS;TUPANCIRETA;6;0;3;14;15
2024;RS;TURUCU;8;0;7;15;10
2024;RS;UNISTALDA;6;0;12;19;10
2024;RS;URUGUAIANA;79;6;78;192;141
2024;RS;VACARIA;130;6;123;334;269
2024;RS;VERANOPOLIS;43;0;65;121;85
2024;RS;VILA FLORES;8;0;7;21;16
2024;RS;VILA NOVA DO SUL;14;0;18;40;30
2024;RS;VITORIA DAS MISSOES;10;2;6;28;21
2024;SC;AGRONOMICA;27;4;47;91;66
2024;SC;AGUA DOCE;13;1;13;34;27
2024;SC;AGUAS MORNAS;82;10;118;231;149
2024;SC;ALFREDO WAGNER;45;10;52;130;94
2024;SC;APIUNA;59;5;79;150;125
2024;SC;ARAQUARI;284;14;348;731;608
2024;SC;ARARANGUA;118;7;119;279;219
2024;SC;ASCURRA;21;0;22;49;46
2024;SC;BALNEARIO BARRA DO SUL;1;0;1;2;2
2024;SC;BALNEARIO CAMBORIU;374;8;373;767;687
2024;SC;BALNEARIO PICARRAS;76;8;80;172;150
2024;SC;BARRA VELHA;122;3;144;295;227
2024;SC;BELA VISTA DO TOLDO;1;0;2;4;2
2024;SC;BIGUACU;295;6;317;669;504
2024;SC;BLUMENAU;230;8;248;555;467
2024;SC;BOCAINA DO SUL;13;3;23;43;26
2024;SC;BOM RETIRO;36;9;64;136;78
2024;SC;BRUNOPOLIS;12;3;12;37;26
2024;SC;CAIBI;8;0;10;27;19
2024;SC;CAMBORIU;17;2;19;43;40
2024;SC;CAMPOS NOVOS;86;7;117;232;173
2024;SC;CANELINHA;1;0;0;1;1
2024;SC;CANOINHAS;55;8;58;152;104
2024;SC;CAPAO ALTO;29;4;32;73;56
2024;SC;CAPIVARI DE BAIXO;33;0;40;84;62
2024;SC;CATANDUVAS;33;4;50;91;52
2024;SC;CHAPECO;106;2;104;267;201
2024;SC;CONCORDIA;41;7;60;117;86
2024;SC;CORDILHEIRA ALTA;17;2;17;64;32
2024;SC;CORREIA PINTO;42;6;56;167;81
2024;SC;CORUPA;59;3;70;132;100
2024;SC;CRICIUMA;24;0;25;52;35
2024;SC;CUNHA PORA;38;3;49;100;71
2024;SC;CURITIBANOS;52;4;62;148;104
2024;SC;DESCANSO;11;3;9;24;17
2024;SC;DIONISIO CERQUEIRA;13;2;20;34;26
2024;SC;ERVAL VELHO;17;2;24;44;28
2024;SC;FAXINAL DOS GUEDES;19;1;14;52;47
2024;SC;FLORIANOPOLIS;175;4;195;432;361
2024;SC;GAROPABA;7;0;8;20;13
2024;SC;GARUVA;73;0;75;185;157
2024;SC;GASPAR;68;4;71;163;132
2024;SC;GOVERNADOR CELSO RAMOS;12;2;15;45;34
2024;SC;GUARACIABA;22;2;20;52;38
2024;SC;GUARAMIRIM;116;2;145;266;229
2024;SC;GUARUJA DO SUL;12;1;17;30;32
2024;SC;HERVAL DOESTE;13;3;10;27;18
2024;SC;IBIRAMA;43;4;55;110;87
2024;SC;ICARA;78;5;92;173;123
2024;SC;ILHOTA;24;0;30;42;34
2024;SC;IMBITUBA;151;8;158;351;273
2024;SC;INDAIAL;162;7;205;394;319
2024;SC;IRACEMINHA;15;0;17;35;32
2024;SC;IRANI;42;3;64;132;96
2024;SC;IRINEOPOLIS;10;4;12;26;19
2024;SC;ITAIOPOLIS;23;2;23;72;55
2024;SC;ITAJAI;417;9;443;981;888
2024;SC;ITAPEMA;264;5;279;636;560
2024;SC;JAGUARUNA;24;1;27;50;39
2024;SC;JARAGUA DO SUL;42;1;50;107;87
2024;SC;JOACABA;37;3;41;94;64
2024;SC;JOINVILLE;281;8;303;762;620
2024;SC;LAGES;130;12;188;402;278
2024;SC;LAGUNA;61;3;61;126;102
2024;SC;LAURENTINO;1;0;1;1;1
2024;SC;LONTRAS;35;9;45;92;71
2024;SC;LUIZ ALVES;1;0;1;2;2
2024;SC;MAFRA;103;8;130;306;207
2024;SC;MARACAJA;32;1;30;67;54
2024;SC;MARAVILHA;29;3;38;79;60
2024;SC;MONTE CASTELO;41;7;31;92;81
2024;SC;NAVEGANTES;111;2;129;253;218
2024;SC;NOVA ERECHIM;17;1;12;40;28
2024;SC;NOVA ITABERABA;14;3;16;44;23
2024;SC;OTACILIO COSTA;1;0;0;7;3
2024;SC;PALHOCA;582;15;647;1377;1181
2024;SC;PALMITOS;5;0;5;9;7
2024;SC;PAPANDUVA;32;5;43;89;67
2024;SC;PARAISO;8;1;9;20;15
2024;SC;PASSO DE TORRES;9;0;11;19;12
2024;SC;PAULO LOPES;54;3;66;110;86
2024;SC;PENHA;62;0;71;146;124
2024;SC;PESCARIA BRAVA;31;3;35;69;47
2024;SC;PINHALZINHO;49;4;54;112;84
2024;SC;PONTE ALTA;32;2;27;58;49
2024;SC;PONTE ALTA DO NORTE;19;1;18;41;39
2024;SC;PONTE SERRADA;54;5;81;172;124
2024;SC;PORTO BELO;91;3;90;190;157
2024;SC;PORTO UNIAO;15;5;15;39;32
2024;SC;POUSO REDONDO;60;5;86;168;131
2024;SC;RANCHO QUEIMADO;78;7;122;203;132
2024;SC;RIO DO SUL;108;5;117;274;238
2024;SC;RIO NEGRINHO;96;3;98;226;189
2024;SC;RODEIO;26;1;32;78;56
2024;SC;SANGAO;50;1;56;121;85
2024;SC;SANTA CECILIA;43;4;51;135;119
2024;SC;SANTA ROSA DO SUL;26;0;37;62;49
2024;SC;SANTO AMARO DA IMPERATRIZ;64;3;71;164;130
2024;SC;SAO BENTO DO SUL;42;4;41;89;62
2024;SC;SAO CRISTOVAO DO SUL;41;4;50;90;70
2024;SC;SAO FRANCISCO DO SUL;59;1;67;148;135
2024;SC;SAO JOAO DO SUL;16;2;15;33;26
2024;SC;SAO JOSE;778;14;869;1875;1587
2024;SC;SAO JOSE DO CEDRO;14;0;14;30;27
2024;SC;SAO JOSE DO CERRITO;29;3;33;70;51
2024;SC;SAO MIGUEL DO OESTE;78;0;88;200;157
2024;SC;SAUDADES;12;1;12;43;23
2024;SC;SOMBRIO;52;2;57;113;90
2024;SC;TIJUCAS;65;1;64;125;112
2024;SC;TIMBE DO SUL;6;0;6;9;9
2024;SC;TRES BARRAS;16;3;24;45;30
2024;SC;TREZE DE MAIO;2;0;6;7;3
2024;SC;TROMBUDO CENTRAL;24;4;28;57;46
2024;SC;TUBARAO;188;1;195;434;344
2024;SC;VARGEAO;8;1;9;22;20
2024;SC;VARGEM;14;2;28;45;22
2024;SC;VARGEM BONITA;30;5;30;79;60
2024;SC;XANXERE;69;4;76;180;137
2024;SC;XAXIM;47;1;46;128;105
2024;SE;ARACAJU;31;1;40;71;55
2024;SE;AREIA BRANCA;28;5;36;75;55
2024;SE;CAPELA;18;0;15;34;30
2024;SE;CARIRA;9;2;8;14;13
2024;SE;CARMOPOLIS;5;0;7;16;11
2024;SE;CEDRO DE SAO JOAO;7;0;8;14;9
2024;SE;CRISTINAPOLIS;23;1;21;54;50
2024;SE;ESTANCIA;41;2;45;103;75
2024;SE;FREI PAULO;15;3;17;35;26
2024;SE;ITABAIANA;96;12;129;247;192
2024;SE;ITAPORANGA DAJUDA;20;1;23;54;35
2024;SE;JAPARATUBA;6;2;6;17;9
2024;SE;LARANJEIRAS;26;2;26;55;48
2024;SE;MALHADA DOS BOIS;6;0;8;18;13
2024;SE;MARUIM;20;0;14;47;44
2024;SE;MURIBECA;2;0;1;3;2
2024;SE;NOSSA SENHORA DO SOCORRO;152;8;168;338;259
2024;SE;PROPRIA;6;0;6;14;7
2024;SE;ROSARIO DO CATETE;14;3;22;50;32
2024;SE;SANTA LUZIA DO ITANHY;15;3;17;46;28
2024;SE;SAO CRISTOVAO;30;7;24;77;58
2024;SE;SAO FRANCISCO;8;1;8;18;13
2024;SE;UMBAUBA;19;6;26;53;48
2024;SP;APARECIDA;71;2;76;174;140
2024;SP;ARAMINA;1;0;0;2;2
2024;SP;ARUJA;76;2;70;172;142
2024;SP;ATIBAIA;178;6;175;441;358
2024;SP;BADY BASSITT;18;1;12;37;28
2024;SP;BARRA DO TURVO;165;7;193;458;314
2024;SP;BRAGANCA PAULISTA;51;3;57;133;101
2024;SP;CACAPAVA;89;3;99;256;184
2024;SP;CACHOEIRA PAULISTA;24;0;27;51;37
2024;SP;CAJATI;225;13;230;586;388
2024;SP;CAMPOS NOVOS PAULISTA;2;0;1;4;4
2024;SP;CANAS;21;1;30;57;49
2024;SP;CASTILHO;7;0;11;17;12
2024;SP;CRUZEIRO;15;2;22;42;33
2024;SP;CUNHA;1;0;1;1;1
2024;SP;EMBU DAS ARTES;156;7;146;352;295
2024;SP;GETULINA;3;0;4;7;5
2024;SP;GUAICARA;12;0;17;30;24
2024;SP;GUAIMBE;4;0;4;8;7
2024;SP;GUARAREMA;13;2;10;33;23
2024;SP;GUARATINGUETA;80;0;116;220;157
2024;SP;GUARULHOS;913;25;1008;2086;1729
2024;SP;ICEM;17;1;16;43;33
2024;SP;ITAPECERICA DA SERRA;130;11;122;289;257
2024;SP;JACAREI;99;7;118;263;204
2024;SP;JACI;11;2;8;22;18
2024;SP;JACUPIRANGA;36;4;34;87;76
2024;SP;JOSE BONIFACIO;31;4;34;77;65
2024;SP;JUQUIA;23;1;29;53;40
2024;SP;JUQUITIBA;73;5;70;146;118
2024;SP;LAVRINHAS;25;0;36;66;50
2024;SP;LINS;8;1;6;14;12
2024;SP;LORENA;66;0;83;158;126
2024;SP;MAIRIPORA;183;7;185;445;315
2024;SP;MARILIA;22;0;28;48;36
2024;SP;MIRACATU;145;4;139;342;296
2024;SP;MIRASSOL;8;1;5;21;14
2024;SP;NOVA GRANADA;28;2;28;74;57
2024;SP;OCAUCU;23;0;22;57;45
2024;SP;ONDA VERDE;22;2;30;56;40
2024;SP;OURINHOS;6;0;8;17;10
2024;SP;PARIQUERA-ACU;13;1;16;28;23
2024;SP;PAULICEIA;1;0;1;2;2
2024;SP;PINDAMONHANGABA;129;8;168;353;283
2024;SP;PIQUETE;13;0;13;21;20
2024;SP;PROMISSAO;16;3;21;44;30
2024;SP;QUELUZ;19;1;23;44;33
2024;SP;REGISTRO;74;6;70;204;140
2024;SP;RIBEIRAO DO SUL;1;0;2;5;4
2024;SP;ROSEIRA;30;0;42;83;59
2024;SP;SALTO GRANDE;4;0;11;15;8
2024;SP;SANTA ISABEL;55;4;54;117;95
2024;SP;SAO JOSE DO RIO PRETO;184;3;203;403;333
2024;SP;SAO JOSE DOS CAMPOS;361;13;423;924;742
2024;SP;SAO LOURENCO DA SERRA;81;4;98;236;183
2024;SP;SAO PAULO;329;37;291;763;632
2024;SP;SAO PEDRO DO TURVO;2;0;2;2;2
2024;SP;SILVEIRAS;9;2;7;15;14
2024;SP;TABOAO DA SERRA;14;0;16;34;27
2024;SP;TAUBATE;203;5;242;582;454
2024;SP;UBARANA;7;2;7;20;18
2024;SP;UBATUBA;227;6;281;576;450
2024;SP;VARGEM;30;5;32;72;54
2024;TO;AGUIARNOPOLIS;9;15;9;57;41
2024;TO;ALIANCA DO TOCANTINS;22;2;31;62;51
2024;TO;ALVORADA;22;2;23;58;44
2024;TO;APARECIDA DO RIO NEGRO;2;2;1;5;5
2024;TO;ARAGUAINA;88;7;82;226;191
2024;TO;ARAGUATINS;3;0;8;12;8
2024;TO;BARROLANDIA;8;1;6;26;18
2024;TO;BRASILANDIA DO TOCANTINS;8;5;7;26;18
2024;TO;CACHOEIRINHA;4;1;2;9;11
2024;TO;CARIRI DO TOCANTINS;34;11;90;150;70
2024;TO;COLINAS DO TOCANTINS;36;8;43;134;69
2024;TO;CRIXAS DO TOCANTINS;6;5;7;20;13
2024;TO;DARCINOPOLIS;8;1;11;63;22
2024;TO;DUERE;4;0;4;9;7
2024;TO;FATIMA;6;2;9;20;15
2024;TO;FIGUEIROPOLIS;17;0;14;42;44
2024;TO;FORMOSO DO ARAGUAIA;8;3;10;18;15
2024;TO;FORTALEZA DO TABOCAO;24;6;26;120;66
2024;TO;GUARAI;49;4;55;143;121
2024;TO;GURUPI;39;1;37;82;61
2024;TO;MIRACEMA DO TOCANTINS;6;1;5;20;17
2024;TO;MIRANORTE;14;3;14;37;31
2024;TO;NATIVIDADE;2;0;2;21;6
2024;TO;NAZARE;3;0;0;5;4
2024;TO;NOVA OLINDA;14;2;11;44;34
2024;TO;NOVA ROSALANDIA;4;1;7;9;6
2024;TO;OLIVEIRA DE FATIMA;3;0;4;9;5
2024;TO;PALMAS;120;7;120;275;223
2024;TO;PALMEIRANTE;1;0;1;1;1
2024;TO;PALMEIRAS DO TOCANTINS;16;5;22;60;55
2024;TO;PARAISO DO TOCANTINS;44;1;46;135;105
2024;TO;PARANA;1;1;1;2;1
2024;TO;PEIXE;14;3;18;29;23
2024;TO;PRESIDENTE KENNEDY;10;3;11;40;41
2024;TO;PUGMIL;9;2;13;38;29
2024;TO;RIO DOS BOIS;16;0;26;62;46
2024;TO;SANTA RITA DO TOCANTINS;5;1;5;18;13
2024;TO;SAO BENTO DO TOCANTINS;2;0;6;10;5
2024;TO;TAGUATINGA;1;1;1;3;3
2024;TO;TALISMA;15;0;19;43;34
2024;TO;TUPIRAMA;4;2;3;9;13
2024;TO;WANDERLANDIA;32;15;44;125;86
2024;TO;XAMBIOA;2;0;3;5;4
2025;AC;ACRELANDIA;7;4;7;20;15
2025;AC;ASSIS BRASIL;1;0;1;1;1
2025;AC;BRASILEIA;5;1;2;17;13
2025;AC;BUJARI;12;1;17;33;19
2025;AC;CAPIXABA;10;0;7;24;13
2025;AC;CRUZEIRO DO SUL;9;0;16;24;16
2025;AC;EPITACIOLANDIA;13;3;15;25;19
2025;AC;FEIJO;3;1;1;6;5
2025;AC;MANOEL URBANO;1;0;2;3;2
2025;AC;PLACIDO DE CASTRO;2;1;2;4;4
2025;AC;PORTO ACRE;1;0;0;1;1
2025;AC;RIO BRANCO;173;6;198;420;338
2025;AC;SENA MADUREIRA;14;2;32;56;30
2025;AC;SENADOR GUIOMARD;17;7;14;33;25
2025;AC;TARAUACA;2;1;2;10;7
2025;AC;XAPURI;10;2;12;25;16
2025;AL;AGUA BRANCA;7;0;12;19;11
2025;AL;ATALAIA;27;6;35;81;60
2025;AL;BELEM;2;0;1;3;3
2025;AL;BRANQUINHA;11;1;13;26;19
2025;AL;CACIMBINHAS;4;3;7;13;6
2025;AL;CAMPO ALEGRE;7;1;9;18;16
2025;AL;CANAPI;8;2;5;19;12
2025;AL;COLONIA LEOPOLDINA;7;4;6;13;10
2025;AL;COQUEIRO SECO;3;1;5;6;3
2025;AL;DELMIRO GOUVEIA;21;5;28;62;36
2025;AL;DOIS RIACHOS;10;3;14;30;20
2025;AL;ESTRELA DE ALAGOAS;5;0;7;9;8
2025;AL;FLEXEIRAS;27;0;33;61;44
2025;AL;IBATEGUARA;4;1;4;6;5
2025;AL;IGREJA NOVA;1;0;1;3;3
2025;AL;INHAPI;3;1;2;6;6
2025;AL;JEQUIA DA PRAIA;13;4;8;24;24
2025;AL;JOAQUIM GOMES;14;4;19;44;34
2025;AL;JUNQUEIRO;21;5;21;72;61
2025;AL;MACEIO;6;1;3;14;11
2025;AL;MARAVILHA;1;0;0;1;1
2025;AL;MARECHAL DEODORO;10;4;8;34;16
2025;AL;MARIBONDO;7;2;11;24;14
2025;AL;MESSIAS;26;4;33;69;52
2025;AL;MINADOR DO NEGRAO;2;0;2;3;3
2025;AL;MURICI;18;2;31;45;28
2025;AL;NOVO LINO;17;2;20;41;28
2025;AL;OLHO DAGUA GRANDE;3;1;5;7;4
2025;AL;OURO BRANCO;4;2;2;7;6
2025;AL;PALMEIRA DOS INDIOS;40;1;63;110;79
2025;AL;PILAR;43;5;59;130;86
2025;AL;POCO DAS TRINCHEIRAS;3;1;1;9;6
2025;AL;PORTO REAL DO COLEGIO;15;1;17;39;26
2025;AL;RIO LARGO;61;4;68;144;116
2025;AL;SANTANA DO IPANEMA;18;3;18;42;35
2025;AL;SAO BRAS;1;1;0;2;2
2025;AL;SAO JOSE DA LAJE;8;3;8;19;12
2025;AL;SAO MIGUEL DOS CAMPOS;45;1;35;109;91
2025;AL;SAO SEBASTIAO;19;5;11;40;35
2025;AL;SATUBA;29;4;35;82;63
2025;AL;TANQUE DARCA;3;0;2;6;6
2025;AL;TEOTONIO VILELA;23;5;34;77;45
2025;AL;UNIAO DOS PALMARES;32;3;44;94;59
2025;AM;APUI;1;0;0;2;2
2025;AM;BERURI;3;3;3;10;5
2025;AM;CANUTAMA;10;5;13;25;17
2025;AM;CAREIRO;3;1;2;7;6
2025;AM;CAREIRO DA VARZEA;2;0;5;8;4
2025;AM;HUMAITA;30;5;27;69;55
2025;AM;LABREA;1;1;0;3;1
2025;AM;MANAQUIRI;2;0;7;9;4
2025;AM;MANAUS;53;9;56;156;107
2025;AM;MANICORE;3;0;2;7;5
2025;AM;PRESIDENTE FIGUEIREDO;25;0;28;72;61
2025;AM;RIO PRETO DA EVA;1;0;4;4;1
2025;AM;TAPAUA;4;2;2;6;6
2025;AP;AMAPA;1;0;3;3;1
2025;AP;CALCOENE;5;0;7;13;7
2025;AP;FERREIRA GOMES;6;1;8;14;9
2025;AP;LARANJAL DO JARI;1;0;2;2;1
2025;AP;MACAPA;88;5;116;244;180
2025;AP;MAZAGAO;2;0;2;3;2
2025;AP;OIAPOQUE;30;0;38;78;53
